Account,Type,Period,Journal,Source,Description,Amount
35101,3,20250831,PD,TOTAL*,UCTION              0000049112,90010
35101,3,20250930,PD,TOTAL*,UCTION              0000010723,90010
35101,3,20251031,PD,TOTAL*,UCTION              0000050480,90010
35101,3,20251130,PD,TOTAL*,UCTION              0000138770,90010
35101,3,20251231,PD,TOTAL*,UCTION              0000136511,90010
35101,3,20260228,PD,TOTAL*,UCTION              0000028209,90010
35201,3,20250331,PD,TOTAL*,UCTION              0000147835,90010
35201,3,20250430,PD,TOTAL*,UCTION              0000439390,90010
35201,3,20250531,PD,TOTAL*,UCTION              0000638159,90010
35201,3,20250630,PD,TOTAL*,UCTION              0000304823,90010
35201,3,20250731,PD,TOTAL*,UCTION              0000471305,90010
35201,3,20250831,PD,TOTAL*,UCTION              0000379615,90010
35201,3,20250930,PD,TOTAL*,UCTION              0000308485,90010
35201,3,20251031,PD,TOTAL*,UCTION              0000160625,90010
35201,3,20251130,PD,TOTAL*,UCTION              0000582426,90010
35201,3,20251231,PD,TOTAL*,UCTION              0000506730,90010
35201,3,20260131,PD,TOTAL*,UCTION              0000173570,90010
35201,3,20260228,PD,TOTAL*,UCTION              0001152421,90010
35301,3,20250331,PD,TOTAL*,UCTION              0000152323,90010
35301,3,20250430,PD,TOTAL*,UCTION              0000218930,90010
35301,3,20250531,PD,TOTAL*,UCTION              0000150818,90010
35301,3,20250630,PD,TOTAL*,UCTION              0000261574,90010
35301,3,20250731,PD,TOTAL*,UCTION              0000209703,90010
35301,3,20250831,PD,TOTAL*,UCTION              0000109198,90010
35301,3,20250930,PD,TOTAL*,UCTION              0000111153,90010
35301,3,20251031,PD,TOTAL*,UCTION              0000162431,90010
35301,3,20251130,PD,TOTAL*,UCTION              0000430899,90010
35301,3,20251231,PD,TOTAL*,UCTION              0001199430,90010
35301,3,20260131,PD,TOTAL*,UCTION              0000197545,90010
35301,3,20260228,PD,TOTAL*,UCTION              0000135230,90010
35401,3,20250331,PD,TOTAL*,UCTION              0000246994,90010
35401,3,20250430,PD,TOTAL*,UCTION              0000156908,90010
35401,3,20250531,PD,TOTAL*,UCTION              0000378559,90010
35401,3,20250630,PD,TOTAL*,UCTION              0000451282,90010
35401,3,20250731,PD,TOTAL*,UCTION              0000188200,90010
35401,3,20250831,PD,TOTAL*,UCTION              0000054204,90010
35401,3,20250930,PD,TOTAL*,UCTION              0000103820,90010
35401,3,20251031,PD,TOTAL*,UCTION              0000103975,90010
35401,3,20251130,PD,TOTAL*,UCTION              0000040921,90010
35401,3,20251231,PD,TOTAL*,UCTION              0000288999,90010
35401,3,20260131,PD,TOTAL*,UCTION              0000051900,90010
35401,3,20260228,PD,TOTAL*,UCTION              0000079598,90010
35501,3,20250331,PD,TOTAL*,UCTION              0002120770,90010
35501,3,20250430,PD,TOTAL*,UCTION              0001258954,90010
35501,3,20250531,PD,TOTAL*,UCTION              0001999449,90010
35501,3,20250630,PD,TOTAL*,UCTION              0002248294,90010
35501,3,20250731,PD,TOTAL*,UCTION              0000350389,90010
35501,3,20250831,PD,TOTAL*,UCTION              0000254240,90010
35501,3,20250930,PD,TOTAL*,UCTION              0000465779,90010
35501,3,20251031,PD,TOTAL*,UCTION              0001042124,90010
35501,3,20251130,PD,TOTAL*,UCTION              0003650539,90010
35501,3,20251231,PD,TOTAL*,UCTION              0000332871,90010
35501,3,20260131,PD,TOTAL*,UCTION              0000027796,90010
35501,3,20260228,PD,TOTAL*,UCTION              0000455476,90010
35601,3,20250331,PD,TOTAL*,UCTION              0000014424,90010
35601,3,20250430,PD,TOTAL*,UCTION              0000004264,90010
35601,3,20250531,PD,TOTAL*,UCTION              0000046076,90010
35601,3,20250630,PD,TOTAL*,UCTION              0000105232,90010
35601,3,20250731,PD,TOTAL*,UCTION              0000005900,90010
35601,3,20250831,PD,TOTAL*,UCTION              0000018329,90010
35601,3,20250930,PD,TOTAL*,UCTION              0000021061,90010
35601,3,20251031,PD,TOTAL*,UCTION              0000072908,90010
35601,3,20251130,PD,TOTAL*,UCTION              0000586526,90010
35601,3,20251231,PD,TOTAL*,UCTION              0000059201,90010
35601,3,20260131,PD,TOTAL*,UCTION              0000012656,90010
35601,3,20260228,PD,TOTAL*,UCTION              0000026886,90010
35801,3,20250331,PD,TOTAL*,UCTION              0000048741,90010
35801,3,20250430,PD,TOTAL*,UCTION              0000039724,90010
35801,3,20250531,PD,TOTAL*,UCTION              0000095462,90010
35801,3,20250630,PD,TOTAL*,UCTION              0000115347,90010
35801,3,20250731,PD,TOTAL*,UCTION              0000022060,90010
35801,3,20250831,PD,TOTAL*,UCTION              0000141862,90010
35801,3,20250930,PD,TOTAL*,UCTION              0000068140,90010
35801,3,20251031,PD,TOTAL*,UCTION              0000074700,90010
35801,3,20251130,PD,TOTAL*,UCTION              0000247311,90010
35801,3,20251231,PD,TOTAL*,UCTION              0000160318,90010
35801,3,20260131,PD,TOTAL*,UCTION              0000103506,90010
35801,3,20260228,PD,TOTAL*,UCTION              000001219y,90010
36101,3,20250331,PD,TOTAL*,UCTION              0000014534,90010
36101,3,20250430,PD,TOTAL*,UCTION              0000109626,90010
36101,3,20250531,PD,TOTAL*,UCTION              0000053952,90010
36101,3,20250630,PD,TOTAL*,UCTION              0000040635,90010
36101,3,20250731,PD,TOTAL*,UCTION              0000057172,90010
36101,3,20250831,PD,TOTAL*,UCTION              0000037015,90010
36101,3,20250930,PD,TOTAL*,UCTION              0000006553,90010
36101,3,20251031,PD,TOTAL*,UCTION              0000050689,90010
36101,3,20251130,PD,TOTAL*,UCTION              0000150569,90010
36101,3,20251231,PD,TOTAL*,UCTION              0000127161,90010
36101,3,20260228,PD,TOTAL*,UCTION              0000026330,90010
36105,3,20250331,PD,TOTAL*,UCTION              000001483t,90010
36105,3,20250430,PD,TOTAL*,UCTION              000011247s,90010
36105,3,20250531,PD,TOTAL*,UCTION              000005475r,90010
36105,3,20250630,PD,TOTAL*,UCTION              000004361w,90010
36105,3,20250731,PD,TOTAL*,UCTION              000005858p,90010
36105,3,20250831,PD,TOTAL*,UCTION              000003759r,90010
36105,3,20250930,PD,TOTAL*,UCTION              000000668s,90010
36105,3,20251031,PD,TOTAL*,UCTION              000004356p,90010
36105,3,20251130,PD,TOTAL*,UCTION              000012468u,90010
36105,3,20251231,PD,TOTAL*,UCTION              000012201q,90010
36105,3,20260228,PD,TOTAL*,UCTION              000002632y,90010
36201,3,20250331,PD,TOTAL*,UCTION              0000114410,90010
36201,3,20250430,PD,TOTAL*,UCTION              0000381286,90010
36201,3,20250531,PD,TOTAL*,UCTION              0000557391,90010
36201,3,20250630,PD,TOTAL*,UCTION              0000262151,90010
36201,3,20250731,PD,TOTAL*,UCTION              0000407571,90010
36201,3,20250831,PD,TOTAL*,UCTION              0000284340,90010
36201,3,20250930,PD,TOTAL*,UCTION              0000273283,90010
36201,3,20251031,PD,TOTAL*,UCTION              0000282095,90010
36201,3,20251130,PD,TOTAL*,UCTION              0000740510,90010
36201,3,20251231,PD,TOTAL*,UCTION              0000479742,90010
36201,3,20260131,PD,TOTAL*,UCTION              0000154999,90010
36201,3,20260228,PD,TOTAL*,UCTION              0001064116,90010
36205,3,20250331,PD,TOTAL*,UCTION              000011832p,90010
36205,3,20250430,PD,TOTAL*,UCTION              000038611p,90010
36205,3,20250531,PD,TOTAL*,UCTION              000056014u,90010
36205,3,20250630,PD,TOTAL*,UCTION              000026754s,90010
36205,3,20250731,PD,TOTAL*,UCTION              000040616x,90010
36205,3,20250831,PD,TOTAL*,UCTION              000033578q,90010
36205,3,20250930,PD,TOTAL*,UCTION              000027382p,90010
36205,3,20251031,PD,TOTAL*,UCTION              000013636u,90010
36205,3,20251130,PD,TOTAL*,UCTION              000056093v,90010
36205,3,20251231,PD,TOTAL*,UCTION              000045904u,90010
36205,3,20260131,PD,TOTAL*,UCTION              000016429t,90010
36205,3,20260228,PD,TOTAL*,UCTION              000112528q,90010
36301,3,20250331,PD,TOTAL*,UCTION              0000110527,90010
36301,3,20250430,PD,TOTAL*,UCTION              0000156824,90010
36301,3,20250531,PD,TOTAL*,UCTION              0000102920,90010
36301,3,20250630,PD,TOTAL*,UCTION              0000164778,90010
36301,3,20250731,PD,TOTAL*,UCTION              0000163862,90010
36301,3,20250831,PD,TOTAL*,UCTION              0000084099,90010
36301,3,20250930,PD,TOTAL*,UCTION              0000088241,90010
36301,3,20251031,PD,TOTAL*,UCTION              0000095050,90010
36301,3,20251130,PD,TOTAL*,UCTION              0000419747,90010
36301,3,20251231,PD,TOTAL*,UCTION              0000927460,90010
36301,3,20260131,PD,TOTAL*,UCTION              0000160322,90010
36301,3,20260228,PD,TOTAL*,UCTION              0000112664,90010
36305,3,20250331,PD,TOTAL*,UCTION              000011605s,90010
36305,3,20250430,PD,TOTAL*,UCTION              000015953p,90010
36305,3,20250531,PD,TOTAL*,UCTION              000010598x,90010
36305,3,20250630,PD,TOTAL*,UCTION              000018464t,90010
36305,3,20250731,PD,TOTAL*,UCTION              000016949x,90010
36305,3,20250831,PD,TOTAL*,UCTION              000008511x,90010
36305,3,20250930,PD,TOTAL*,UCTION              000008693x,90010
36305,3,20251031,PD,TOTAL*,UCTION              000011170q,90010
36305,3,20251130,PD,TOTAL*,UCTION              000021357y,90010
36305,3,20251231,PD,TOTAL*,UCTION              000092137p,90010
36305,3,20260131,PD,TOTAL*,UCTION              000016697u,90010
36305,3,20260228,PD,TOTAL*,UCTION              000011869u,90010
36401,3,20250331,PD,TOTAL*,UCTION              0000130739,90010
36401,3,20250430,PD,TOTAL*,UCTION              0000084663,90010
36401,3,20250531,PD,TOTAL*,UCTION              0000184027,90010
36401,3,20250630,PD,TOTAL*,UCTION              0000186253,90010
36401,3,20250731,PD,TOTAL*,UCTION              0000101396,90010
36401,3,20250831,PD,TOTAL*,UCTION              0000021359,90010
36401,3,20250930,PD,TOTAL*,UCTION              0000062861,90010
36401,3,20251031,PD,TOTAL*,UCTION              0000052671,90010
36401,3,20251130,PD,TOTAL*,UCTION              0000033757,90010
36401,3,20251231,PD,TOTAL*,UCTION              0000202904,90010
36401,3,20260131,PD,TOTAL*,UCTION              0000035708,90010
36401,3,20260228,PD,TOTAL*,UCTION              0000056946,90010
36405,3,20250331,PD,TOTAL*,UCTION              000014670t,90010
36405,3,20250430,PD,TOTAL*,UCTION              000009261v,90010
36405,3,20250531,PD,TOTAL*,UCTION              000020690v,90010
36405,3,20250630,PD,TOTAL*,UCTION              000021793v,90010
36405,3,20250731,PD,TOTAL*,UCTION              000011199y,90010
36405,3,20250831,PD,TOTAL*,UCTION              000002632q,90010
36405,3,20250930,PD,TOTAL*,UCTION              000006696t,90010
36405,3,20251031,PD,TOTAL*,UCTION              000005792y,90010
36405,3,20251130,PD,TOTAL*,UCTION              000002056t,90010
36405,3,20251231,PD,TOTAL*,UCTION              000020594x,90010
36405,3,20260131,PD,TOTAL*,UCTION              000004172s,90010
36405,3,20260228,PD,TOTAL*,UCTION              000005977r,90010
36501,3,20250331,PD,TOTAL*,UCTION              0001680931,90010
36501,3,20250430,PD,TOTAL*,UCTION              0001057650,90010
36501,3,20250531,PD,TOTAL*,UCTION              0001438148,90010
36501,3,20250630,PD,TOTAL*,UCTION              0001919759,90010
36501,3,20250731,PD,TOTAL*,UCTION              0000229530,90010
36501,3,20250831,PD,TOTAL*,UCTION              0000366907,90010
36501,3,20250930,PD,TOTAL*,UCTION              0000328323,90010
36501,3,20251031,PD,TOTAL*,UCTION              0001459233,90010
36501,3,20251130,PD,TOTAL*,UCTION              0006091544,90010
36501,3,20251231,PD,TOTAL*,UCTION              0000576204,90010
36501,3,20260131,PD,TOTAL*,UCTION              0000015954,90010
36501,3,20260228,PD,TOTAL*,UCTION              0000335138,90010
36505,3,20250331,PD,TOTAL*,UCTION              000162685r,90010
36505,3,20250430,PD,TOTAL*,UCTION              000087288r,90010
36505,3,20250531,PD,TOTAL*,UCTION              000133926v,90010
36505,3,20250630,PD,TOTAL*,UCTION              000168828u,90010
36505,3,20250731,PD,TOTAL*,UCTION              000026588y,90010
36505,3,20250831,PD,TOTAL*,UCTION              000021049v,90010
36505,3,20250930,PD,TOTAL*,UCTION              000032026x,90010
36505,3,20251031,PD,TOTAL*,UCTION              000085816y,90010
36505,3,20251130,PD,TOTAL*,UCTION              000318503r,90010
36505,3,20251231,PD,TOTAL*,UCTION              000024721s,90010
36505,3,20260131,PD,TOTAL*,UCTION              000001318q,90010
36505,3,20260228,PD,TOTAL*,UCTION              000032415v,90010
36601,3,20250331,PD,TOTAL*,UCTION              0000006573,90010
36601,3,20250430,PD,TOTAL*,UCTION              0000001880,90010
36601,3,20250531,PD,TOTAL*,UCTION              0000036709,90010
36601,3,20250630,PD,TOTAL*,UCTION              0000053025,90010
36601,3,20250731,PD,TOTAL*,UCTION              0000002264,90010
36601,3,20250831,PD,TOTAL*,UCTION              0000008943,90010
36601,3,20250930,PD,TOTAL*,UCTION              0000010675,90010
36601,3,20251031,PD,TOTAL*,UCTION              0000035515,90010
36601,3,20251130,PD,TOTAL*,UCTION              0000535074,90010
36601,3,20251231,PD,TOTAL*,UCTION              0000023136,90010
36601,3,20260131,PD,TOTAL*,UCTION              0000004891,90010
36601,3,20260228,PD,TOTAL*,UCTION              0000012486,90010
36605,3,20250331,PD,TOTAL*,UCTION              000000827p,90010
36605,3,20250430,PD,TOTAL*,UCTION              000000156t,90010
36605,3,20250531,PD,TOTAL*,UCTION              000002944s,90010
36605,3,20250630,PD,TOTAL*,UCTION              000006083u,90010
36605,3,20250731,PD,TOTAL*,UCTION              000000330p,90010
36605,3,20250831,PD,TOTAL*,UCTION              000000979u,90010
36605,3,20250930,PD,TOTAL*,UCTION              000001100u,90010
36605,3,20251031,PD,TOTAL*,UCTION              000004389q,90010
36605,3,20251130,PD,TOTAL*,UCTION              000054274s,90010
36605,3,20251231,PD,TOTAL*,UCTION              000003040s,90010
36605,3,20260131,PD,TOTAL*,UCTION              000000628q,90010
36605,3,20260228,PD,TOTAL*,UCTION              000001743v,90010
36801,3,20250331,PD,TOTAL*,UCTION              0000033540,90010
36801,3,20250430,PD,TOTAL*,UCTION              0000027692,90010
36801,3,20250531,PD,TOTAL*,UCTION              0000065966,90010
36801,3,20250630,PD,TOTAL*,UCTION              0000083121,90010
36801,3,20250731,PD,TOTAL*,UCTION              0000016626,90010
36801,3,20250831,PD,TOTAL*,UCTION              0000083705,90010
36801,3,20250930,PD,TOTAL*,UCTION              0000050506,90010
36801,3,20251031,PD,TOTAL*,UCTION              0000052922,90010
36801,3,20251130,PD,TOTAL*,UCTION              0000178648,90010
36801,3,20251231,PD,TOTAL*,UCTION              0000129646,90010
36801,3,20260131,PD,TOTAL*,UCTION              0000095216,90010
36801,3,20260228,PD,TOTAL*,UCTION              000001599t,90010
36805,3,20250331,PD,TOTAL*,UCTION              000003210x,90010
36805,3,20250430,PD,TOTAL*,UCTION              000002808w,90010
36805,3,20250531,PD,TOTAL*,UCTION              000007595p,90010
36805,3,20250630,PD,TOTAL*,UCTION              000009372v,90010
36805,3,20250731,PD,TOTAL*,UCTION              000001626r,90010
36805,3,20250831,PD,TOTAL*,UCTION              000011580u,90010
36805,3,20250930,PD,TOTAL*,UCTION              000005423s,90010
36805,3,20251031,PD,TOTAL*,UCTION              000006045y,90010
36805,3,20251130,PD,TOTAL*,UCTION              000022251u,90010
36805,3,20251231,PD,TOTAL*,UCTION              000013768r,90010
36805,3,20260131,PD,TOTAL*,UCTION              000009218p,90010
36805,3,20260228,PD,TOTAL*,UCTION              0000012118,90010
37101,3,20250331,JE,J-2434,R MARCH 2025        0000014625,90010
37101,3,20250430,JE,J-2437,R APRIL 2025        0000041792,90010
37101,3,20250531,JE,J-2440,R MAY 2025          0000011988,90010
37101,3,20250630,JE,J-2443,R JUNE 2025         0000007980,90010
37101,3,20250731,JE,J-2446,R JULY 2025         0000057020,90010
37101,3,20250831,JE,J-2449,R AUGUST 2025       0000017600,90010
37101,3,20250930,JE,J2452,R SEPTEMBER 2025    0000015970,90010
37101,3,20251031,JE,J2455,R OCTOBER 2025      0000014750,90010
37101,3,20251130,JE,J-2458,R NOVEMBER 2025     0000022000,90010
37101,3,20251231,JE,J2461,R DECEMBER 2025     0000017300,90010
37101,3,20260131,JE,J-2464,R JANUARY 2026      0000004000,90010
37105,3,20250331,PD,TOTAL*,UCTION              000000492p,90010
37105,3,20250430,PD,TOTAL*,UCTION              000002679p,90010
37105,3,20250531,PD,TOTAL*,UCTION              000001645u,90010
37105,3,20250630,PD,TOTAL*,UCTION              000001877u,90010
37105,3,20250731,PD,TOTAL*,UCTION              000002316p,90010
37105,3,20250831,PD,TOTAL*,UCTION              000001152p,90010
37105,3,20250930,PD,TOTAL*,UCTION              000000404p,90010
37105,3,20251031,PD,TOTAL*,UCTION              000000692p,90010
37105,3,20251130,PD,TOTAL*,UCTION              000001408u,90010
37105,3,20251231,PD,TOTAL*,UCTION              000001450p,90010
37105,3,20260228,PD,TOTAL*,UCTION              000000188p,90010
37201,3,20250331,JE,J-2434,R MARCH 2025        0000284235,90010
37201,3,20250430,JE,J-2437,R APRIL 2025        0000324280,90010
37201,3,20250531,JE,J-2440,R MAY 2025          0000318220,90010
37201,3,20250630,JE,J-2443,R JUNE 2025         0000340900,90010
37201,3,20250731,JE,J-2446,R JULY 2025         0000335900,90010
37201,3,20250831,JE,J-2449,R AUGUST 2025       0000195900,90010
37201,3,20250930,JE,J2452,R SEPTEMBER 2025    0000341340,90010
37201,3,20251031,JE,J2455,R OCTOBER 2025      0000289820,90010
37201,3,20251130,JE,J-2458,R NOVEMBER 2025     0000261480,90010
37201,3,20251231,JE,J2461,R DECEMBER 2025     0000272700,90010
37201,3,20260131,JE,J-2464,R JANUARY 2026      0000159080,90010
37202,3,20250531,PJ,AMST01,SERTISSAGE          0000010500,90010
37205,3,20250331,PD,TOTAL*,UCTION              000002951u,90010
37205,3,20250430,PD,TOTAL*,UCTION              000005328p,90010
37205,3,20250531,PD,TOTAL*,UCTION              000008417p,90010
37205,3,20250630,PD,TOTAL*,UCTION              000003334q,90010
37205,3,20250731,PD,TOTAL*,UCTION              000006119x,90010
37205,3,20250831,PD,TOTAL*,UCTION              000003509u,90010
37205,3,20250930,PD,TOTAL*,UCTION              000003466u,90010
37205,3,20251031,PD,TOTAL*,UCTION              000002426p,90010
37205,3,20251130,PD,TOTAL*,UCTION              000002149p,90010
37205,3,20251231,PD,TOTAL*,UCTION              000004768u,90010
37205,3,20260131,PD,TOTAL*,UCTION              000000927v,90010
37205,3,20260228,PD,TOTAL*,UCTION              000002714p,90010
37301,3,20250331,JE,J-2434,R MARCH 2025        0000121720,90010
37301,3,20250430,JE,J-2437,R APRIL 2025        0000190772,90010
37301,3,20250531,JE,J-2440,R MAY 2025          0000193668,90010
37301,3,20250630,JE,J-2443,R JUNE 2025         0000189520,90010
37301,3,20250731,JE,J-2446,R JULY 2025         0000166960,90010
37301,3,20250831,JE,J-2449,R AUGUST 2025       0000173620,90010
37301,3,20250930,JE,J2452,R SEPTEMBER 2025    0000122470,90010
37301,3,20251031,JE,J2455,R OCTOBER 2025      0000274150,90010
37301,3,20251130,JE,J-2458,R NOVEMBER 2025     0000235780,90010
37301,3,20251231,JE,J2461,R DECEMBER 2025     0000318640,90010
37301,3,20260131,JE,J-2464,R JANUARY 2026      0000234760,90010
37305,3,20250331,PD,TOTAL*,UCTION              000003627p,90010
37305,3,20250430,PD,TOTAL*,UCTION              000005940p,90010
37305,3,20250531,PD,TOTAL*,UCTION              000004483p,90010
37305,3,20250630,PD,TOTAL*,UCTION              000007693p,90010
37305,3,20250731,PD,TOTAL*,UCTION              000004020u,90010
37305,3,20250831,PD,TOTAL*,UCTION              000002408p,90010
37305,3,20250930,PD,TOTAL*,UCTION              000002421u,90010
37305,3,20251031,PD,TOTAL*,UCTION              000005073p,90010
37305,3,20251130,PD,TOTAL*,UCTION              000021732p,90010
37305,3,20251231,PD,TOTAL*,UCTION              000027806p,90010
37305,3,20260131,PD,TOTAL*,UCTION              000003057p,90010
37305,3,20260228,PD,TOTAL*,UCTION              000001653u,90010
37401,3,20250331,JE,J-2434,R MARCH 2025        0000120810,90010
37401,3,20250430,JE,J-2437,R APRIL 2025        0000091412,90010
37401,3,20250531,JE,J-2440,R MAY 2025          0000090628,90010
37401,3,20250630,JE,J-2443,R JUNE 2025         0000122540,90010
37401,3,20250731,JE,J-2446,R JULY 2025         0000112040,90010
37401,3,20250831,JE,J-2449,R AUGUST 2025       0000107780,90010
37401,3,20250930,JE,J2452,R SEPTEMBER 2025    0000164840,90010
37401,3,20251031,JE,J2455,R OCTOBER 2025      0000048100,90010
37401,3,20251130,JE,J-2458,R NOVEMBER 2025     0000084540,90010
37401,3,20251231,JE,J2461,R DECEMBER 2025     0000067480,90010
37401,3,20260131,JE,J-2464,R JANUARY 2026      0000049000,90010
37405,3,20250331,PD,TOTAL*,UCTION              000010029p,90010
37405,3,20250430,PD,TOTAL*,UCTION              000006429r,90010
37405,3,20250531,PD,TOTAL*,UCTION              000017314r,90010
37405,3,20250630,PD,TOTAL*,UCTION              000023728u,90010
37405,3,20250731,PD,TOTAL*,UCTION              000008014p,90010
37405,3,20250831,PD,TOTAL*,UCTION              000003662r,90010
37405,3,20250930,PD,TOTAL*,UCTION              000003685v,90010
37405,3,20251031,PD,TOTAL*,UCTION              000004604v,90010
37405,3,20251130,PD,TOTAL*,UCTION              000002035w,90010
37405,3,20251231,PD,TOTAL*,UCTION              000008305q,90010
37405,3,20260131,PD,TOTAL*,UCTION              000001017w,90010
37405,3,20260228,PD,TOTAL*,UCTION              000001982v,90010
37501,3,20250331,JE,J-2434,R MARCH 2025        0000778485,90010
37501,3,20250430,JE,J-2437,R APRIL 2025        0000980704,90010
37501,3,20250531,JE,J-2440,R MAY 2025          0000791176,90010
37501,3,20250630,JE,J-2443,R JUNE 2025         0001116460,90010
37501,3,20250731,JE,J-2446,R JULY 2025         0000595460,90010
37501,3,20250831,JE,J-2449,R AUGUST 2025       0000450140,90010
37501,3,20250930,JE,J2452,R SEPTEMBER 2025    0000587750,90010
37501,3,20251031,JE,J2455,R OCTOBER 2025      0000833150,90010
37501,3,20251130,JE,J-2458,R NOVEMBER 2025     0000727920,90010
37501,3,20251231,JE,J2461,R DECEMBER 2025     0000860940,90010
37501,3,20260131,JE,J-2464,R JANUARY 2026      0000495220,90010
37502,3,20250731,PJ,AMST01,SERTISSAGE          0000011790,90010
37502,3,20250831,PJ,AMST01,SERTISSAGE          0000028000,90010
37502,3,20251130,PJ,AMST01,SERTISSAGE          0000072000,90010
37505,3,20250331,PD,TOTAL*,UCTION              000049391x,90010
37505,3,20250430,PD,TOTAL*,UCTION              000038607r,90010
37505,3,20250531,PD,TOTAL*,UCTION              000066018s,90010
37505,3,20250630,PD,TOTAL*,UCTION              000056000y,90010
37505,3,20250731,PD,TOTAL*,UCTION              000008450p,90010
37505,3,20250831,PD,TOTAL*,UCTION              000004374t,90010
37505,3,20250930,PD,TOTAL*,UCTION              000014551q,90010
37505,3,20251031,PD,TOTAL*,UCTION              000018395u,90010
37505,3,20251130,PD,TOTAL*,UCTION              000046550w,90010
37505,3,20251231,PD,TOTAL*,UCTION              000008565x,90010
37505,3,20260131,PD,TOTAL*,UCTION              000001461u,90010
37505,3,20260228,PD,TOTAL*,UCTION              000013132p,90010
37601,3,20250331,JE,J-2434,R MARCH 2025        0000002250,90010
37601,3,20250430,JE,J-2437,R APRIL 2025        0000002940,90010
37601,3,20250531,JE,J-2440,R MAY 2025          0000010920,90010
37601,3,20250630,JE,J-2443,R JUNE 2025         0000015700,90010
37601,3,20250731,JE,J-2446,R JULY 2025         0000006620,90010
37601,3,20250831,JE,J-2449,R AUGUST 2025       0000026960,90010
37601,3,20250930,JE,J2452,R SEPTEMBER 2025    0000023630,90010
37601,3,20251031,JE,J2455,R OCTOBER 2025      0000037030,90010
37601,3,20251130,JE,J-2458,R NOVEMBER 2025     0000085280,90010
37601,3,20251231,JE,J2461,R DECEMBER 2025     0000040200,90010
37601,3,20260131,JE,J-2464,R JANUARY 2026      0000061800,90010
37605,3,20250331,PD,TOTAL*,UCTION              000000615t,90010
37605,3,20250430,PD,TOTAL*,UCTION              000000270p,90010
37605,3,20250531,PD,TOTAL*,UCTION              000001663s,90010
37605,3,20250630,PD,TOTAL*,UCTION              000004439w,90010
37605,3,20250731,PD,TOTAL*,UCTION              000000260p,90010
37605,3,20250831,PD,TOTAL*,UCTION              000000853t,90010
37605,3,20250930,PD,TOTAL*,UCTION              000001005v,90010
37605,3,20251031,PD,TOTAL*,UCTION              000002901w,90010
37605,3,20251130,PD,TOTAL*,UCTION              000004378s,90010
37605,3,20251231,PD,TOTAL*,UCTION              000002879x,90010
37605,3,20260131,PD,TOTAL*,UCTION              000000637u,90010
37605,3,20260228,PD,TOTAL*,UCTION              000000945p,90010
37801,3,20250331,JE,J-2434,R MARCH 2025        0000155375,90010
37801,3,20250430,JE,J-2437,R APRIL 2025        0000078300,90010
37801,3,20250531,JE,J-2440,R MAY 2025          0000083200,90010
37801,3,20250630,JE,J-2443,R JUNE 2025         0000041500,90010
37801,3,20250731,JE,J-2446,R JULY 2025         0000084500,90010
37801,3,20250831,JE,J-2449,R AUGUST 2025       0000085000,90010
37801,3,20250930,JE,J2452,R SEPTEMBER 2025    0000120750,90010
37801,3,20251031,JE,J2455,R OCTOBER 2025      0000075750,90010
37801,3,20251130,JE,J-2458,R NOVEMBER 2025     0000082500,90010
37801,3,20251231,JE,J2461,R DECEMBER 2025     0000049500,90010
37801,3,20260131,JE,J-2464,R JANUARY 2026      0000056640,90010
37805,3,20250331,PD,TOTAL*,UCTION              000001663s,90010
37805,3,20250430,PD,TOTAL*,UCTION              000001163w,90010
37805,3,20250531,PD,TOTAL*,UCTION              000002196r,90010
37805,3,20250630,PD,TOTAL*,UCTION              000002162q,90010
37805,3,20250731,PD,TOTAL*,UCTION              000000579x,90010
37805,3,20250831,PD,TOTAL*,UCTION              000002605w,90010
37805,3,20250930,PD,TOTAL*,UCTION              000001390w,90010
37805,3,20251031,PD,TOTAL*,UCTION              000001424q,90010
37805,3,20251130,PD,TOTAL*,UCTION              000002479v,90010
37805,3,20251231,PD,TOTAL*,UCTION              000002263v,90010
37805,3,20260131,PD,TOTAL*,UCTION              000001132v,90010
37805,3,20260228,PD,TOTAL*,UCTION              0000000081,90010
380,3,20250331,PJ,IMPE50,ECIOUS METALS       0000034855,
380,3,20250531,PJ,IMPE50,ECIOUS METALS       0000036825,
380,3,20250630,PJ,IMPE50,ECIOUS METALS       0000061075,
380,3,20250731,PJ,IMPE50,ECIOUS METALS       0000166029,
380,3,20250930,PJ,IMPE50,ECIOUS METALS       0000008000,
380,3,20251031,PJ,IMPE50,ECIOUS METALS       0000008000,
380,3,20260228,PJ,IMPE50,ECIOUS METALS       0000024520,
38001,3,20250331,RF,TOTAL*,RODUCTION TOTAL     0008547669,
38001,3,20250430,RF,TOTAL*,RODUCTION TOTAL     0009818105,
38001,3,20250531,RF,TOTAL*,RODUCTION TOTAL     0008955771,
38001,3,20250630,RF,TOTAL*,RODUCTION TOTAL     0003443662,
38001,3,20250731,RF,TOTAL*,RODUCTION TOTAL     0012809682,
38001,3,20250831,RF,TOTAL*,RODUCTION TOTAL     0009735161,
38001,3,20250930,RF,TOTAL*,RODUCTION TOTAL     0007570682,
38001,3,20251031,RF,TOTAL*,RODUCTION TOTAL     0017455222,
38001,3,20251130,RF,TOTAL*,RODUCTION TOTAL     0009676262,
38001,3,20251231,RF,TOTAL*,RODUCTION TOTAL     0007821705,
38001,3,20260131,RF,TOTAL*,RODUCTION TOTAL     0015539999,
38001,3,20260228,RF,TOTAL*,RODUCTION TOTAL     0007427035,
